transaction_id,customer_id,product_category,amount,quantity,payment_method,transaction_date
501163,104930,Books,667.56,4,Netbanking,2022-04-04
501164,100110,Home,188.74,3,UPI,2021-04-23
501165,101872,Home,2968.69,3,Card,2024-05-03
501166,100879,Beauty,531.32,1,Cash,2023-11-10
501167,102750,Clothing,1636.3,3,Card,2024-08-02
501168,101193,Groceries,156.19,4,UPI,2022-04-03
501169,103683,Groceries,214.93,4,Wallet,2022-10-02
501170,104416,Groceries,1415.4,4,UPI,2024-01-14
501171,101029,Home,2275.49,4,Netbanking,2022-07-30
501172,100783,Beauty,319.95,2,Card,2024-07-21
501173,104394,Clothing,700.24,4,Card,2023-03-11
501174,101794,Clothing,1209.26,1,Netbanking,2022-02-07
501175,102143,Beauty,1959.19,4,Wallet,2021-09-10
501176,101087,Groceries,1237.27,3,Card,2023-08-16
501177,102096,Sports,170.35,4,UPI,2022-10-24
501178,101133,Electronics,989.21,1,Card,2024-10-20
501179,103346,Electronics,2641.29,3,Wallet,2022-10-31
501180,102477,Home,2480.16,3,Wallet,2022-12-29
501181,103932,Electronics,1105.42,3,Card,2024-07-07
501182,101538,Groceries,6587.91,2,Netbanking,2024-12-28
501183,102513,Home,183.28,3,UPI,2022-09-04
501184,101285,Clothing,831.47,2,Card,2024-02-20
501185,104670,Home,1840.65,4,Card,2023-09-06
501186,102589,Books,232.44,1,Card,2022-11-10
501187,100850,Home,4373.23,3,Cash,2022-07-23
501188,101335,Home,574.43,4,Card,2022-06-27
501189,100392,Groceries,567.2,2,Cash,2022-06-03
501190,100125,Home,337.73,2,Wallet,2021-01-12
501191,102603,Electronics,457.64,1,Card,2021-01-10
501192,101666,Home,1084.13,4,UPI,2021-06-06
501193,104803,Electronics,723.18,1,UPI,2023-10-09
501194,100843,Groceries,307.88,1,Wallet,2022-12-26
501195,103967,Home,2037.46,3,Netbanking,2021-05-21
501196,101554,Home,127.11,3,UPI,2022-10-01
501197,101099,Groceries,2209.65,1,Wallet,2021-05-17
501198,104836,Clothing,435.8,3,Card,2022-11-22
501199,104000,Clothing,871.98,4,Card,2024-11-24
501200,103152,Sports,625.71,2,Netbanking,2022-03-19
501201,103480,Electronics,1064.45,2,Card,2024-07-14
501202,104958,Clothing,1957.5,3,Wallet,2022-11-07
501203,102976,Electronics,5497.24,4,UPI,2021-10-04
501204,100481,Groceries,488.44,3,Card,2024-10-11
501205,100301,Clothing,1018.4,4,Card,2023-07-22
501206,103350,Electronics,802.85,2,Card,2024-01-22
501207,103305,Clothing,8256.05,4,Card,2022-10-03
501208,103739,Toys,2036.04,2,Card,2024-03-05
501209,100518,Sports,657.17,3,Netbanking,2021-04-21
501210,104721,Beauty,827.53,4,UPI,2023-12-04
501211,102727,Home,388.77,3,Card,2023-06-10
501212,103256,Toys,1739.01,1,Card,2021-07-30
501213,100159,Electronics,2288.84,1,Card,2021-12-09
501214,104792,Clothing,4072.44,3,Wallet,2024-10-14
501215,102786,Home,1051.18,2,Card,2021-12-27
501216,102789,Beauty,1382.88,4,Card,2024-09-16
501217,104715,Groceries,758.84,3,Netbanking,2022-02-15
501218,104649,Electronics,1177.25,2,UPI,2023-01-29
501219,101082,Books,564.63,4,Card,2022-05-23
501220,104657,Electronics,1655.87,3,Wallet,2021-08-20
501221,103677,Groceries,77.55,3,UPI,2023-03-15
501222,100086,Clothing,84.64,2,Card,2024-04-08
501223,101175,Clothing,1561.05,4,Netbanking,2024-11-28
501224,102029,Beauty,3252.87,4,Card,2021-08-22
501225,102907,Clothing,1250.42,2,Card,2022-06-04
501226,103502,Clothing,1605.87,3,Netbanking,2021-10-29
501227,101024,Groceries,2134.28,2,Wallet,2021-04-10
501228,104182,Home,588.69,2,Card,2021-09-10
501229,104241,Groceries,187.3,3,Card,2021-11-04
501230,103171,Electronics,3295.33,4,UPI,2023-03-05
501231,104603,Toys,3397.84,1,Wallet,2023-03-14
501232,104055,Electronics,749.73,1,UPI,2022-01-22
501233,101091,Sports,343.81,2,UPI,2024-02-21
501234,103982,Toys,2724.69,4,Card,2021-05-12
501235,104758,Groceries,1528.96,3,UPI,2024-06-13
501236,100655,Groceries,59.91,4,Cash,2021-08-09
501237,104877,Clothing,186.77,2,Card,2021-03-03
501238,100114,Groceries,4953.63,4,Card,2023-04-12
501239,102591,Sports,96.65,4,Card,2023-01-02
501240,103867,Groceries,448.47,3,Card,2022-02-07
501241,103945,Books,1004.21,1,Card,2021-06-20
501242,103669,Beauty,294.53,4,Card,2021-01-14
501243,102618,Toys,366.84,4,Card,2021-09-27
501244,103265,Electronics,572.43,1,Netbanking,2023-12-14
501245,103499,Groceries,426.92,4,Card,2024-12-07
501246,102460,Groceries,2001.63,4,Wallet,2024-02-29
501247,102987,Sports,882.44,4,UPI,2022-12-14
501248,104246,Electronics,441.91,1,Card,2023-05-22
501249,101539,Beauty,500.67,2,Card,2022-09-21
501250,102592,Clothing,98.82,1,UPI,2021-10-28
501251,100034,Home,110.78,1,Card,2022-12-05
501252,103440,Clothing,1568.62,2,Wallet,2022-03-03
501253,100951,Clothing,193.77,3,Card,2021-04-26
501254,102388,Groceries,825.05,1,Card,2021-08-24
501255,101024,Groceries,2266.97,4,Card,2021-01-13
501256,100110,Clothing,601.5,3,UPI,2024-05-26
501257,102398,Sports,559.12,3,Netbanking,2024-09-14
501258,102096,Groceries,2526.74,2,Card,2021-03-09
501259,102096,Beauty,2451.65,3,UPI,2023-01-13
501260,101019,Beauty,2595.69,4,Card,2023-04-17
501261,104727,Groceries,1068.12,3,UPI,2022-01-26
501262,100014,Home,3701.5,4,Card,2024-01-21
501263,104473,Groceries,2100.87,2,UPI,2021-04-14
501264,103679,Groceries,694.67,3,UPI,2024-12-20
501265,100845,Beauty,1241.66,1,Card,2022-09-06
501266,102333,Books,205.84,2,UPI,2023-02-12
501267,104941,Home,1011.77,2,UPI,2021-10-31
501268,103215,Toys,416.44,4,UPI,2022-01-14
501269,100604,Home,450.13,2,UPI,2024-10-03
501270,102263,Home,211.22,1,UPI,2024-04-13
501271,102311,Clothing,582.17,3,UPI,2024-11-16
501272,104000,Groceries,837.92,3,Wallet,2024-11-29
501273,104577,Electronics,1150.61,3,Wallet,2021-03-29
501274,100389,Clothing,486.39,4,UPI,2022-09-22
501275,101543,Home,1935.69,1,Wallet,2022-09-17
501276,101473,Clothing,933.17,4,Wallet,2024-06-26
501277,104971,Sports,1269.51,3,Card,2022-01-01
501278,102768,Groceries,441.11,3,Wallet,2024-01-18
501279,104410,Groceries,2069.29,1,Card,2023-05-27
501280,102099,Clothing,1224.68,4,Card,2023-01-02
501281,103603,Groceries,2429.64,1,Wallet,2023-09-26
501282,101409,Toys,259.15,3,Card,2022-04-01
501283,104562,Sports,624.93,1,UPI,2022-02-19
501284,102247,Electronics,193.91,1,Wallet,2022-03-31
501285,104006,Sports,341.29,4,Card,2022-05-26
501286,101262,Clothing,652.14,4,Card,2024-04-13
501287,103467,Clothing,2749.79,1,UPI,2023-07-24
501288,101986,Books,1027.13,2,Netbanking,2021-07-28
501289,100140,Home,531.25,2,Netbanking,2024-08-29
501290,102029,Toys,1698.76,4,Cash,2022-01-06
501291,102725,Toys,73.85,3,Card,2024-08-29
501292,100731,Electronics,604.62,3,Card,2023-03-14
501293,100899,Electronics,1152.05,4,UPI,2021-03-27
501294,102291,Clothing,1100.29,4,UPI,2022-10-09
501295,101697,Sports,1172.44,1,Card,2023-04-01
501296,102180,Beauty,335.15,3,Card,2024-07-13
501297,102279,Beauty,543.32,2,Card,2024-05-28
501298,100676,Clothing,3268.25,4,Cash,2021-10-22
501299,100886,Sports,4428.46,4,Wallet,2022-05-21
501300,104256,Sports,498.83,3,Card,2024-04-01
501301,100794,Groceries,1291.09,3,Card,2024-02-25
501302,103346,Groceries,381.37,2,Card,2023-04-07
501303,102061,Home,601.64,4,Wallet,2021-04-27
501304,104829,Sports,1936.19,2,Wallet,2024-11-30
501305,100308,Home,884.61,1,UPI,2022-10-11
501306,104147,Groceries,2323.27,1,Card,2021-12-22
501307,102446,Groceries,1239.02,4,Card,2023-02-15
501308,100020,Sports,1239.61,1,Card,2023-10-20
501309,101301,Books,91.36,3,Wallet,2024-05-30
501310,101995,Toys,1711.97,3,Card,2024-10-31
501311,101543,Clothing,4622.8,3,Netbanking,2024-08-30
501312,101797,Beauty,818.73,2,Card,2024-03-19
501313,104579,Electronics,257.2,3,UPI,2021-08-24
501314,101793,Beauty,4575.55,2,Netbanking,2024-04-06
501315,102062,Clothing,461.2,4,UPI,2024-12-06
501316,103804,Beauty,681.53,4,Netbanking,2023-07-31
501317,103965,Electronics,146.63,3,Netbanking,2021-03-10
501318,100397,Beauty,190.97,3,Card,2021-09-24
501319,103507,Home,342.88,4,Card,2024-03-19
501320,102394,Groceries,1004.13,2,Netbanking,2023-03-26
501321,100631,Groceries,1029.16,2,Card,2022-01-17
501322,101304,Groceries,1168.43,2,UPI,2022-01-09
501323,100207,Clothing,1101.96,1,Wallet,2022-11-16
501324,101787,Groceries,870.4,1,Cash,2022-05-21
501325,101259,Clothing,1993.98,3,Netbanking,2021-08-25
501326,101882,Beauty,3309.9,3,Card,2021-11-21
501327,102893,Books,427.26,4,Cash,2024-06-27
501328,103658,Groceries,217.38,3,Wallet,2022-08-13
501329,103042,Electronics,714.24,4,UPI,2023-03-01
501330,103398,Groceries,82.13,1,Card,2023-01-24
501331,104352,Electronics,2627.97,3,Card,2024-12-16
501332,104391,Beauty,378.86,2,Netbanking,2024-05-24
501333,104320,Clothing,1006.34,4,Netbanking,2023-01-02
501334,100738,Home,196.73,2,Card,2021-01-21
501335,101231,Groceries,1016.93,1,Card,2021-11-01
501336,102496,Sports,97.73,2,UPI,2024-10-08
501337,101780,Books,1807.4,2,UPI,2022-08-27
501338,100625,Clothing,3782.6,3,UPI,2023-03-18
501339,101414,Books,490.03,2,Card,2023-10-07
501340,104865,Electronics,408.43,2,UPI,2022-03-21
501341,101723,Electronics,763.04,1,Card,2021-09-23
501342,102063,Books,1211.02,2,Card,2023-09-24
501343,100026,Sports,301.33,4,UPI,2024-04-06
501344,200017,Groceries,2001.34,2,Card,2023-12-18
501345,102033,Groceries,315.58,4,Netbanking,2022-08-24
501346,100491,Clothing,56.59,3,Netbanking,2022-09-25
501347,104830,Sports,941.44,4,UPI,2023-01-27
501348,103890,Beauty,196.8,4,Wallet,2021-11-20
501349,103624,Electronics,1487.74,3,Card,2024-07-13
501350,104779,Home,269.94,3,Card,2023-12-22
501351,101992,Clothing,2090.42,1,Card,2021-03-30
501352,103579,Home,812.69,4,Netbanking,2022-02-20
501353,100998,Clothing,1052.42,3,UPI,2022-11-13
501354,103480,Clothing,297.82,2,Card,2024-01-05
501355,100064,Groceries,240.36,1,Card,2022-02-09
501356,100596,Clothing,1247.3,2,Cash,2021-12-31
501357,102096,Groceries,403.99,2,UPI,2022-01-20
501358,100054,Electronics,635.17,3,UPI,2021-01-09
501359,102281,Groceries,833.44,1,Wallet,2022-05-30
501360,102591,Electronics,363.07,1,Netbanking,2024-10-24
501361,103108,Home,1954.18,3,Card,2021-11-05
501362,100477,Electronics,3414.64,4,UPI,2021-06-19
501363,100883,Clothing,728.53,1,Card,2021-05-27
501364,103078,Books,3044.65,2,Netbanking,2021-03-21
501365,103310,Electronics,2621.45,4,Card,2023-03-15
501366,100118,Groceries,267.89,1,Card,2022-03-28
501367,102666,Sports,278.5,2,UPI,2023-09-05
501368,103922,Groceries,828.74,1,Wallet,2023-03-18
501369,100323,Home,945.5,1,Cash,2023-01-27
501370,102029,Groceries,550.67,3,UPI,2024-12-06
501371,101614,Groceries,500.37,3,UPI,2021-10-22
501372,104568,Toys,727.42,4,Cash,2024-02-28
501373,100910,Groceries,1457.28,1,UPI,2024-04-03
501374,101567,Groceries,155.8,4,Cash,2022-09-05
501375,104506,Groceries,1537.86,2,Cash,2023-06-02
501376,101639,Groceries,3178.33,3,Netbanking,2022-03-26
501377,102630,Groceries,1780.2,3,Card,2021-03-10
501378,100147,Groceries,305.35,4,Card,2022-07-10
501379,104914,Home,159.86,4,Card,2023-06-28
501380,104117,Sports,858.91,3,UPI,2022-05-15
501381,103170,Clothing,3809.41,4,Card,2024-03-04
501382,100284,Home,2101.5,1,Card,2023-04-10
501383,100354,Beauty,1042.66,2,Card,2022-05-17
501384,102694,Books,235.15,4,Wallet,2023-09-01
501385,101403,Clothing,1551.43,2,Card,2024-09-30
501386,103113,Toys,2061.96,1,Card,2022-12-31
501387,103002,Clothing,3331.32,2,Card,2023-06-20
501388,104197,Beauty,1186.46,3,Card,2022-10-22
501389,101391,Home,917.01,2,Wallet,2023-01-31
501390,102877,Beauty,1208.52,4,Wallet,2021-02-23
501391,103890,Clothing,3492.97,4,UPI,2021-11-28
501392,102443,Sports,1237.04,3,UPI,2023-08-17
501393,104150,Clothing,407.43,3,Netbanking,2024-12-14
501394,100622,Beauty,1263.22,1,Card,2022-10-18
501395,103666,Books,2591.76,3,Card,2021-11-09
501396,104711,Groceries,1054.43,2,UPI,2024-03-07
501397,101643,Clothing,888.27,2,Cash,2021-12-21
501398,101816,Electronics,1636.27,2,UPI,2021-08-13
501399,100395,Electronics,1348.07,2,Card,2022-09-06
501400,103198,Toys,120.03,2,Wallet,2021-04-09
501401,102733,Clothing,1600.54,3,UPI,2021-11-03
501402,100181,Groceries,678.19,1,Netbanking,2023-03-06
501403,103758,Sports,3444.19,1,Card,2022-01-26
501404,104141,Home,4290.43,4,Card,2024-01-20
501405,104539,Groceries,764.66,2,Card,2022-01-09
501406,102698,Groceries,4210.61,3,Wallet,2021-07-23
501407,102236,Home,496.7,4,Card,2022-09-01
501408,104394,Groceries,1427.28,1,UPI,2022-09-25
501409,101960,Electronics,143.62,2,Card,2024-02-15
501410,103291,Groceries,237.97,3,Card,2021-03-07
501411,103083,Beauty,2448.77,1,Card,2021-05-11
501412,101836,Electronics,2740.74,3,Card,2023-02-18
501413,100413,Beauty,962.71,2,Card,2023-06-20
501414,100102,Home,548.21,3,Card,2023-04-08
501415,102110,Electronics,769.64,1,Card,2024-11-10
501416,102389,Home,2494.8,1,Card,2021-04-02
501417,104105,Clothing,334.38,4,UPI,2024-01-06
501418,102038,Beauty,469.25,3,Card,2024-06-29
501419,101391,Toys,1897.02,4,Card,2023-01-09
501420,102282,Groceries,3335.03,1,UPI,2024-09-05
501421,101162,Beauty,167.04,4,Card,2022-10-15
501422,100434,Groceries,2004.18,4,Wallet,2021-02-23
501423,100530,Groceries,1293.0,3,Card,2022-10-20
501424,101571,Groceries,364.84,3,Wallet,2024-03-14
501425,100058,Sports,1741.81,4,Card,2022-11-10
501426,101081,Groceries,1611.97,2,Card,2024-01-15
501427,103930,Clothing,233.82,2,UPI,2024-03-10
501428,101147,Beauty,887.19,3,Card,2021-02-14
501429,100522,Beauty,1754.03,1,UPI,2021-04-27
501430,104739,Beauty,305.16,2,Card,2021-05-27
501431,103112,Groceries,795.59,1,Card,2022-10-21
501432,100281,Home,204.41,3,Cash,2023-11-11
501433,100291,Toys,489.78,1,Card,2022-06-20
501434,103071,Electronics,345.0,4,Card,2024-03-27
501435,102664,Beauty,894.01,1,Card,2023-12-08
501436,100320,Groceries,232.68,3,UPI,2022-02-23
501437,101100,Home,629.76,2,Card,2024-02-08
501438,104648,Sports,436.17,4,UPI,2023-10-10
501439,102842,Toys,1694.74,2,Card,2022-07-25
501440,102177,Clothing,1493.45,1,Wallet,2023-09-25
501441,101230,Beauty,169.69,3,Netbanking,2024-08-20
501442,100631,Electronics,3731.55,3,Card,2022-04-27
501443,101975,Clothing,1688.3,2,UPI,2024-03-06
501444,104611,Clothing,1198.41,4,Netbanking,2024-01-06
501445,100217,Clothing,829.42,3,UPI,2021-09-27
501446,104955,Clothing,285.1,3,Card,2023-07-11
501447,101012,Books,3974.71,1,Card,2022-11-23
501448,102001,Electronics,59.47,4,Card,2024-01-14
501449,100207,Groceries,1465.06,4,Card,2023-03-23
501450,102926,Books,899.78,1,UPI,2021-08-30
501451,102401,Clothing,2844.49,2,UPI,2023-07-20
501452,103351,Home,624.99,2,Card,2023-12-24
501453,102684,Electronics,927.38,1,UPI,2024-06-17
501454,101959,Groceries,1677.33,3,Card,2024-01-24
501455,103684,Electronics,108.48,3,Card,2022-02-02
501456,100114,Electronics,117.22,1,UPI,2023-06-07
501457,102671,Home,335.41,1,Netbanking,2021-02-18
501458,100535,Sports,239.99,1,UPI,2021-05-25
501459,102152,Beauty,57.76,1,Netbanking,2023-07-06
501460,103950,Groceries,1220.58,3,Card,2022-02-02
501461,100684,Groceries,1957.2,4,Card,2023-02-10
501462,104675,Home,3829.08,3,UPI,2022-11-02
501463,104450,Electronics,747.71,2,Card,2024-08-19
501464,102040,Beauty,443.74,1,Netbanking,2022-03-04
501465,100022,Clothing,2443.26,2,Card,2023-11-07
501466,103942,Books,2282.53,3,UPI,2021-03-22
501467,104415,Electronics,1226.49,2,UPI,2021-07-03
501468,100858,Electronics,432.84,3,Netbanking,2022-04-12
501469,104578,Groceries,2919.93,3,Netbanking,2021-10-10
501470,104568,Groceries,285.8,2,Card,2023-12-31
501471,102326,Sports,103.55,2,Card,2021-03-31
501472,103979,Toys,1961.2,4,Cash,2022-12-10
501473,102201,Electronics,1045.2,1,Card,2022-10-04
501474,102796,Groceries,389.58,4,UPI,2024-10-20
501475,101573,Groceries,1383.66,4,Card,2021-07-22
501476,100778,Clothing,1796.6,3,UPI,2024-06-08
501477,103727,Clothing,2283.69,1,Card,2022-08-22
501478,100004,Sports,447.75,1,Netbanking,2021-01-06
501479,102888,Sports,81.1,3,Card,2021-12-23
501480,104345,Home,906.11,2,Card,2024-03-15
501481,101089,Home,2376.19,1,Card,2021-02-24
501482,101648,Beauty,329.56,1,UPI,2023-12-27
501483,102938,Groceries,706.0,4,Wallet,2021-05-27
501484,101216,Electronics,405.54,3,Card,2022-08-09
501485,104254,Groceries,66.14,4,Card,2023-09-07
501486,101816,Electronics,2795.52,2,Card,2023-01-06
501487,102901,Groceries,224.1,4,UPI,2024-06-09
501488,101107,Groceries,1796.86,2,Wallet,2022-11-26
501489,100187,Electronics,560.68,1,Card,2024-01-25
501490,100850,Sports,440.35,3,Netbanking,2023-05-04
501491,100209,Home,3446.85,4,Card,2021-09-05
501492,102315,Groceries,1334.73,4,Card,2021-05-12
501493,102934,Sports,1443.57,1,Card,2023-12-30
501494,100206,Home,1760.81,2,Wallet,2021-12-15
501495,100431,Groceries,550.32,1,Netbanking,2022-03-18
501496,102414,Books,1045.21,3,Card,2021-09-13
501497,103983,Groceries,428.02,4,Wallet,2024-11-10
501498,103138,Beauty,2208.84,1,Card,2022-05-20
501499,100498,Books,1147.47,2,Card,2022-02-20
501500,104446,Sports,384.72,4,UPI,2021-11-15
501501,104587,Home,2810.21,3,Wallet,2021-11-12
501502,101602,Toys,1093.4,4,Card,2023-09-13
501503,103087,Groceries,869.91,3,Netbanking,2023-09-25
501504,102449,Groceries,92.12,3,Wallet,2021-11-26
501505,104709,Home,2936.9,3,Card,2024-03-01
501506,102528,Beauty,3700.73,4,Card,2024-03-13
501507,104789,Home,1042.28,3,Card,2024-06-24
501508,100964,Books,751.18,4,Netbanking,2023-12-23
501509,101712,Groceries,584.73,1,UPI,2024-06-13
501510,103909,Beauty,424.45,3,Card,2024-11-21
501511,103916,Toys,1075.47,2,Card,2023-03-12
501512,103655,Clothing,214.49,4,UPI,2021-05-03
501513,104316,Books,3068.54,3,UPI,2021-09-27
501514,103503,Groceries,282.24,2,Netbanking,2021-01-08
501515,103175,Books,1692.21,4,Card,2022-12-31
501516,102271,Toys,489.88,2,Card,2021-12-08
501517,102301,Electronics,357.53,2,Card,2022-11-17
501518,101987,Clothing,1029.38,2,Netbanking,2024-08-31
501519,103105,Clothing,1788.44,2,UPI,2023-04-08
501520,101989,Electronics,1606.78,1,UPI,2021-12-02
501521,100705,Electronics,369.51,2,Card,2023-01-18
501522,100505,Electronics,531.47,2,UPI,2023-05-11
501523,104627,Clothing,2487.53,2,Netbanking,2021-09-13
501524,100114,Clothing,1591.54,1,UPI,2021-04-26
501525,100501,Toys,1546.65,4,Cash,2023-03-02
501526,102202,Groceries,425.85,3,Card,2024-11-13
501527,101296,Home,1934.29,2,Card,2024-01-14
501528,101987,Electronics,582.58,1,Card,2021-02-19
501529,100554,Home,665.78,1,UPI,2024-04-02
501530,100619,Toys,456.87,1,Card,2024-03-17
501531,103990,Groceries,205.3,3,Card,2022-07-09
501532,103798,Groceries,704.49,1,UPI,2024-03-05
501533,100496,Home,70.5,2,UPI,2024-05-26
501534,103352,Groceries,780.37,2,Card,2022-05-21
501535,103056,Clothing,1599.21,2,Wallet,2024-10-27
501536,103554,Groceries,3935.21,3,UPI,2021-08-22
501537,102348,Groceries,148.25,1,Card,2023-02-14
501538,101322,Sports,446.36,2,Wallet,2024-02-13
501539,103342,Toys,867.77,2,Card,2021-07-08
501540,101833,Home,274.16,4,UPI,2024-12-11
501541,101076,Electronics,199.08,4,Netbanking,2024-05-05
501542,102000,Groceries,772.47,4,Card,2022-07-04
501543,103815,Books,1093.09,2,UPI,2022-06-08
501544,102353,Toys,2109.14,3,Cash,2023-04-01
501545,101477,Electronics,7395.03,2,Card,2021-01-14
501546,104156,Toys,1836.1,1,Card,2023-08-25
501547,104415,Books,350.22,4,Card,2023-05-10
501548,102138,Groceries,1703.89,1,Card,2024-06-22
501549,101848,Sports,974.43,4,Card,2024-08-18
501550,103075,Home,769.17,3,Card,2022-03-09
501551,100273,Groceries,3343.57,3,Cash,2022-09-04
501552,103456,Groceries,1503.17,3,UPI,2022-04-07
501553,103913,Groceries,1423.69,1,Card,2023-05-28
501554,101955,Toys,64.19,3,Wallet,2021-10-11
501555,100857,Beauty,2453.61,3,Netbanking,2022-09-15
501556,100128,Groceries,1941.79,4,Card,2023-03-11
501557,103179,Clothing,476.2,1,Netbanking,2022-12-18
501558,101317,Clothing,464.57,2,UPI,2022-06-18
501559,102291,Clothing,115.95,3,UPI,2022-11-13
501560,101904,Sports,112.63,2,Card,2024-10-23
501561,100858,Clothing,1375.3,2,Card,2023-10-18
501562,102527,Groceries,297.3,2,Card,2024-03-26
501563,102274,Groceries,3135.31,2,Card,2023-01-04
501564,103120,Home,2267.27,3,Card,2021-06-10
501565,101238,Sports,564.88,3,Card,2021-06-23
501566,101055,Clothing,623.78,3,Card,2023-06-24
501567,104062,Home,525.71,1,Cash,2024-09-21
501568,103502,Beauty,166.34,1,UPI,2021-01-26
501569,103861,Clothing,88.32,2,Card,2024-08-15
501570,100580,Books,772.07,4,Wallet,2022-03-13
501571,101099,Groceries,3488.49,1,Wallet,2023-01-29
501572,102866,Toys,3040.31,2,Card,2021-01-11
501573,104304,Groceries,2041.86,2,UPI,2024-06-15
501574,104475,Clothing,1238.55,3,Netbanking,2022-09-11
501575,104156,Clothing,2377.39,3,Card,2024-12-04
501576,100202,Groceries,918.5,1,Card,2024-09-19
501577,104101,Books,288.38,3,Card,2024-08-29
501578,104509,Groceries,1433.06,1,Card,2023-10-22
501579,100269,Sports,3090.6,3,Wallet,2022-06-07
501580,102046,Beauty,73.76,4,Netbanking,2021-03-29
501581,102649,Groceries,397.53,3,Card,2021-08-30
501582,101138,Books,420.18,1,Netbanking,2023-10-06
501583,102563,Clothing,175.15,2,Card,2024-03-01
501584,104436,Toys,356.64,1,Card,2022-08-21
501585,104357,Home,631.38,3,Card,2024-09-13
501586,104698,Home,3422.81,2,Card,2021-04-21
501587,102405,Groceries,2411.62,3,Card,2021-10-16
501588,102010,Beauty,3552.66,3,Netbanking,2024-12-11
501589,103345,Electronics,204.18,3,Card,2021-03-15
501590,102051,Home,84.14,2,Netbanking,2021-04-18
501591,100190,Electronics,189.68,3,Card,2023-03-12
501592,103588,Groceries,2998.22,4,UPI,2023-01-07
501593,101390,Electronics,255.64,1,Cash,2024-02-03
501594,100220,Toys,1070.14,4,Card,2024-11-06
501595,100097,Home,359.88,4,UPI,2021-03-18
501596,104658,Home,75.02,1,UPI,2021-07-22
501597,101238,Beauty,156.1,1,Card,2023-05-01
501598,102214,Sports,1534.61,2,Card,2024-06-18
501599,104745,Electronics,291.61,4,UPI,2023-03-11
501600,102306,Home,362.3,4,Card,2022-12-08
501601,100373,Books,618.34,1,Card,2024-10-27
501602,102731,Groceries,1334.88,3,UPI,2024-05-13
501603,100421,Home,810.43,4,Wallet,2022-02-16
501604,100454,Home,3522.03,2,Card,2024-05-22
501605,104275,Groceries,733.38,3,UPI,2022-03-17
501606,101426,Books,316.47,4,Wallet,2024-05-20
501607,103399,Groceries,971.81,3,Card,2021-02-22
501608,102530,Electronics,769.35,4,UPI,2024-01-17
501609,101093,Books,1906.54,3,Card,2022-11-03
501610,102567,Sports,3332.28,4,Netbanking,2021-01-09
501611,100323,Groceries,2221.63,1,Card,2022-11-22
501612,101723,Groceries,641.27,1,Card,2021-03-24
501613,102591,Toys,342.19,2,UPI,2023-11-15
501614,101121,Groceries,3000.93,4,Netbanking,2021-08-13
501615,103317,Clothing,635.19,2,Card,2022-03-06
501616,100242,Groceries,1814.69,1,UPI,2024-12-22
501617,102410,Books,5520.78,4,Wallet,2024-05-02
501618,103563,Sports,1083.72,1,Cash,2024-02-16
501619,102120,Home,834.44,3,UPI,2023-04-15
501620,104392,Sports,1494.25,1,Wallet,2023-06-14
501621,103159,Toys,308.7,3,Cash,2023-01-30
501622,104781,Books,853.88,1,UPI,2023-09-22
501623,101397,Beauty,499.34,3,Wallet,2021-03-19
501624,104693,Beauty,265.28,1,Netbanking,2024-03-21
501625,103045,Groceries,1180.35,1,UPI,2023-12-16
501626,103721,Groceries,1078.79,4,UPI,2021-12-23
501627,104522,Beauty,1768.57,4,Card,2024-07-06
501628,102727,Sports,2526.0,4,Card,2022-06-19
501629,104331,Toys,348.73,2,UPI,2022-11-05
501630,102674,Electronics,1865.33,2,UPI,2022-07-25
501631,103005,Sports,599.47,3,Netbanking,2022-08-01
501632,102201,Home,1239.24,2,Wallet,2022-02-10
501633,100696,Beauty,2328.47,2,Card,2021-04-25
501634,102739,Electronics,405.16,1,Card,2022-04-19
501635,104871,Beauty,1152.44,3,UPI,2023-01-24
501636,103929,Groceries,835.45,2,Card,2024-09-19
501637,103736,Sports,1926.08,4,UPI,2024-08-25
501638,103212,Home,1483.78,4,UPI,2021-11-27
501639,101725,Clothing,1811.69,2,UPI,2022-12-26
501640,100831,Sports,457.52,1,Card,2023-09-10
501641,101100,Books,1512.32,4,Card,2021-03-29
501642,100026,Groceries,1167.09,4,Card,2023-06-27
501643,103375,Sports,782.07,1,UPI,2022-07-28
501644,104051,Groceries,620.44,4,Card,2021-01-03
501645,101317,Beauty,533.44,1,UPI,2024-11-07
501646,100437,Clothing,61.67,3,Card,2022-06-08
501647,101659,Clothing,272.96,1,Netbanking,2024-03-17
501648,101436,Beauty,122.95,3,Wallet,2022-05-21
501649,102229,Clothing,2313.48,1,Card,2022-10-08
501650,101304,Groceries,2410.1,2,UPI,2021-03-25
501651,101680,Books,2296.47,4,Card,2024-11-22
501652,104542,Home,2093.97,3,UPI,2021-07-03
501653,101658,Home,350.2,4,Card,2021-06-18
501654,103922,Home,862.22,1,UPI,2021-04-18
501655,103133,Beauty,2911.12,1,Card,2021-07-12
501656,101668,Groceries,1761.45,4,Cash,2023-05-02
501657,104084,Electronics,52.19,2,Card,2024-05-22
501658,102984,Groceries,788.15,2,Wallet,2024-10-15
501659,100036,Home,62.87,4,Card,2024-01-24
501660,100323,Groceries,445.31,2,Card,2024-03-25
501661,103760,Sports,736.74,1,UPI,2021-09-29
501662,102209,Electronics,2730.78,4,Cash,2024-04-01
501663,101987,Beauty,1324.91,4,UPI,2022-07-10
501664,100697,Sports,590.21,4,Card,2023-06-25
501665,100759,Groceries,859.56,4,Cash,2023-01-08
